name,normalized_name,canonical_name,price,in_stock,product_link,market_name
Flormar Big'n Bold Dolgun Görünüm Veren Maskara - 001 (Siyah),001 bign bold dolgun flormar gorunum maskara siyah veren,001 bign bold dolgun flormar gorunum maskara siyah veren,219.95,1,https://www.migros.com.tr/flormar-bign-bold-dolgun-gorunum-veren-maskara-001-siyah-p-21c4fb6,migros
Aqua Di Polo Apcn001102 Omodeo Edp Kadın Parfüm 50ml,001102 50 apcn aqua di edp kadn ml omodeo parfum polo,001102 50 apcn aqua di edp kadn ml omodeo parfum polo,144.0,1,https://www.migros.com.tr/aqua-di-polo-apcn001102-omodeo-edp-kadin-parfum-50ml-p-2172031,migros
Zuru Sparkle Girlz 12 Cm Prenses Cupcake - 0015TQ3,0015 12 3 cm cupcake girlz prenses sparkle tq zuru,0015 12 3 cm cupcake girlz prenses sparkle tq zuru,300.95,1,https://www.migros.com.tr/zuru-sparkle-girlz-12-cm-prenses-cupcake-0015tq3-p-2292c1c,migros
Giochi Preziosi Spidey Mini Arabalar-snf0045,0045 arabalarsnf giochi mini preziosi spidey,0045 arabalarsnf giochi mini preziosi spidey,164.0,1,https://www.migros.com.tr/giochi-preziosi-spidey-mini-arabalar-snf0045-p-2292b92,migros
Giochi Preziosi Devs Figürler-CRS0047,0047 devs figurlercrs giochi preziosi,0047 devs figurlercrs giochi preziosi,600.95,1,https://www.migros.com.tr/giochi-preziosi-devs-figurler-crs0047-p-2292c0f,migros
Maybelline New York Lifter Gloss Nemlendirici Dudak Parlatıcısı - 019 GOLD,019 dudak gloss gold lifter maybelline nemlendirici new parlatcs york,006 chili dudak hot lifter maybelline new parlatc plump york,382.0,1,https://www.migros.com.tr/maybelline-new-york-lifter-gloss-nemlendirici-dudak-parlaticisi-019-gold-p-21c318d,migros
Nk Tek Gözlü Kalemlik F006,006 f gozlu kalemlik nk tek,006 f gozlu kalemlik nk tek,118.95,1,https://www.migros.com.tr/nk-tek-gozlu-kalemlik-f006-p-23928d8,migros
Corby Zoom Pro Cx007 Smart Drone,007 corby cx drone pro smart zoom,007 corby cx drone pro smart zoom,2490.0,1,https://www.carrefoursa.com/corby-zoom-pro-cx007-smart-drone-p-30389643,carrefour
Bosch Sms44dw01t 4 Programlı Bulaşık Makinesi,01 4 44 bosch bulask dw makinesi programl sms t,01 4 44 bosch bulask dw makinesi programl sms t,11559.0,0,https://www.carrefoursa.com/bosch-sms44dw01t-4-programli-bulasik-makinesi-p-30409063,carrefour
Note Flawless Matte Foundatıon 01 Beıge,01 bege flawless foundaton matte note,01 bege flawless foundaton matte note,124.0,1,https://www.sokmarket.com.tr/note-flawless-matte-foundation-01-beige-p-407861,sokmarket
Everest Rampage Kb-R01 Mak.Q Oyun Klavyesi,01 everest kbr klavyesi makq oyun rampage,01 everest kbr klavyesi makq oyun rampage,399.0,0,https://www.carrefoursa.com/everest-rampage-kb-r01-mak-q-oyun-klavyesi-p-30146192,carrefour
Snopy Sn-J01 Mavi Kulaklık-Mic,01 kulaklkmic mavi snj snopy,01 kulaklkmic mavi snj snopy,64.9,0,https://www.carrefoursa.com/snopy-sn-j01-mavi-kulaklik-mic-p-30130265,carrefour
Mega Dönüşen Süper Robot L015-37,01537 donusen l mega robot super,01537 donusen l mega robot super,159.95,1,https://www.migros.com.tr/mega-donusen-super-robot-l015-37-p-2292c2b,migros
Jiggly Pets Sesli Pembe Kirpi -JP015-PI,015pi jiggly jp kirpi pembe pets sesli,015pi jiggly jp kirpi pembe pets sesli,1100.95,1,https://www.migros.com.tr/jiggly-pets-sesli-pembe-kirpi-jp015-pi-p-2292bd1,migros
Maxi-Cosi Mica Pro 0-18 Kg Bebek Oto Koltuğu Black,018 bebek black kg koltugu maxicosi mica oto pro,018 bebek black kg koltugu maxicosi mica oto pro,31195.0,1,https://www.migros.com.tr/maxi-cosi-mica-pro-0-18-kg-bebek-oto-koltugu-black-p-1e22f47,migros
Leva House Renkli Kesim Panosu 32 X 24.5 X 0.2 CM,02 245 32 cm house kesim leva panosu renkli x x,02 245 32 cm house kesim leva panosu renkli x x,59.95,1,https://www.migros.com.tr/leva-house-renkli-kesim-panosu-32-x-245-x-02-cm-p-1e985f2,migros
Otovınn 0-2 Saat Otopark Paketi,02 otopark otovnn paketi saat,02 otopark otovnn paketi saat,249.0,1,https://www.migros.com.tr/otovinn-0-2-saat-otopark-paketi-p-2cda005,migros
Quos 020 Unisex Bere,020 bere quos unisex,020 bere quos unisex,129.95,1,https://www.migros.com.tr/quos-020-unisex-bere-p-30bb99d,migros
Testrut Simax Iza Cam Bardak 0.22 Cl,022 bardak cam cl iza simax testrut,022 bardak cam cl iza simax testrut,82.95,1,https://www.migros.com.tr/testrut-simax-iza-cam-bardak-022-cl-p-1f801ff,migros
Testrut Termisil Cam Bardak 0.25 Cl,025 bardak cam cl termisil testrut,025 bardak cam cl termisil testrut,82.95,1,https://www.migros.com.tr/testrut-termisil-cam-bardak-025-cl-p-1f80207,migros
Kardelen Bb 2'li Kısa Kol Body Erkek 0-3Ay Y22,03 22 2li ay bb body erkek kardelen kol ksa y,03 2li ay bb body kardelen kollu uzun,119.95,1,https://www.migros.com.tr/kardelen-bb-2li-kisa-kol-body-erkek-0-3ay-y22-p-30a826f,migros
L'Oréal Paris Infaillible 36H Grip Micro Fine Eyeliner 03 Ancient Rose,03 36 ancient eyeliner fine grip h infaillible loreal micro paris rose,03 36 ancient eyeliner fine grip h infaillible loreal micro paris rose,234.0,1,https://www.migros.com.tr/loral-paris-infaillible-36h-grip-micro-fine-eyeliner-03-ancient-rose-p-20daabd,migros
Uni-Ball Signo Dx 0.38 Jel Kalem Mavi,038 dx jel kalem mavi signo uniball,038 dx jel kalem mavi signo uniball,99.99,1,https://www.carrefoursa.com/uni-ball-signo-dx-0-38-jel-kalem-mavi-p-30142950,carrefour
L'Oréal Paris Infaillible 36H Grıp Mıcro Fıne Eyelıner 04,04 36 eyelner fne grp h infaillible loreal mcro paris,04 36 eyelner fne grp h infaillible loreal mcro paris,234.0,1,https://www.migros.com.tr/loral-paris-infaillible-36h-grip-micro-fine-eyeliner-04-p-20daabe,migros
"rOtring Fineliner, İnce Keçe Uçlu Kalem 0.4 mm, 4'lü Paket, Canlı Renkler",04 4lu canl fineliner ince kalem kece mm paket renkler rotring uclu,04 4lu canl fineliner ince kalem kece mm paket renkler rotring uclu,149.95,1,https://www.migros.com.tr/rotring-fineliner-ince-kece-uclu-kalem-04-mm-4lu-paket-canli-renkler-p-2350927,migros
Samsung Ww11Bba046Abah 11 Kg Siyah Çamaşır Makinesi,046 11 11 abah bba camasr kg makinesi samsung siyah ww,046 11 11 abah bba camasr kg makinesi samsung siyah ww,28999.0,1,https://www.carrefoursa.com/samsung-ww11bba046abah-11-kg-siyah-camasir-makinesi-p-30405615,carrefour
Samsung WW11BGA046AEAH 11 Kg Çamaşır Makinesi,046 11 11 aeah bga camasr kg makinesi samsung ww,046 11 11 aeah bga camasr kg makinesi samsung ww,25999.0,1,https://www.carrefoursa.com/samsung-ww11bga046aeah-11-kg-camasir-makinesi-p-30395684,carrefour
Samsung WW11BGA046AEAH 11Kg/1400 Çamaşır Makinesi,046 11 11 aeah bga camasr kg1400 makinesi samsung ww,046 11 11 aeah bga camasr kg1400 makinesi samsung ww,23999.95,1,https://www.migros.com.tr/samsung-ww11bga046aeah-11kg1400-camasir-makinesi-p-25c1525,migros
Rotring Visuclick Okul Seti 0.5 Mm Adet,05 adet mm okul rotring seti visuclick,05 adet mm okul rotring seti visuclick,95.0,1,https://www.marketpaketi.com.tr/rotring-visuclick-okul-seti-05-mm-adet-p-548217,marketpaketi
Maybelline New York Express Brow Kaş Kalemı 05 Deep Brown,05 brow brown deep express kalem kas maybelline new york,05 brow brown deep express kalem kas maybelline new york,185.0,1,https://www.migros.com.tr/maybelline-new-york-express-brow-kas-kalemi-05-deep-brown-p-20daa6b,migros
L'Oréal Paris True Match Nude Fondöten Serum 0.5-2 Very Light,052 fondoten light loreal match nude paris serum true very,052 fondoten light loreal match nude paris serum true very,600.0,1,https://www.migros.com.tr/loral-paris-true-match-nude-fondoten-serum-05-2-very-light-p-21c313e,migros
Chicco Physioforma Air Emzik Erkek 0-6 Ay 2'li,06 2li air ay chicco emzik erkek physioforma,06 2li air ay chicco emzik erkek physioforma,399.95,1,https://www.migros.com.tr/chicco-physioforma-air-emzik-erkek-0-6-ay-2li-p-22d1953,migros
Dekoratif Saksı 0.6 Lt,06 dekoratif lt saks,06 dekoratif lt saks,12.95,1,https://www.sokmarket.com.tr/dekoratif-saksi-0-6-lt-p-23446,sokmarket
Larina Kapari ( 0-7 Mm ) 100 Gr,07 100 gr kapari larina mm,07 100 gr kapari larina mm,85.9,1,https://www.carrefoursa.com/larina-kapari-0-7-mm-100-gr-p-30170465,carrefour
Samsung VC07T357MHR/TR 700W 2.5 L Toz Kap.Süpürge,07 25 357 700 kapsupurge l mhrtr samsung t toz vc w,07 25 357 700 kapsupurge l mhrtr samsung t toz vc w,3999.95,1,https://www.migros.com.tr/samsung-vc07t357mhrtr-700w-25-l-toz-kapsupurge-p-253b446,migros
INFİNİTİ DESİGN ID 380 C06 UNISEX GÜNEŞ GÖZLÜĞÜ,06 380 c design gozlugu gunes id infiniti unisex,07 442 c design erkek gozlugu gunes id infiniti,269.0,0,https://www.carrefoursa.com/infiniti-design-id-380-c06-unisex-gunes-gozlugu-p-30304506,carrefour
Mynote Line Ball 0.7 Mm Klasik Tükenmez Kalem 6'lı,07 6l ball kalem klasik line mm mynote tukenmez,07 6l ball kalem klasik line mm mynote tukenmez,69.95,1,https://www.migros.com.tr/mynote-line-ball-07-mm-klasik-tukenmez-kalem-6li-p-2350989,migros
Alaska Derin Dondurucu Saklama Kabı Sığ 0.7 L,07 alaska derin dondurucu kab l saklama sg,07 alaska derin dondurucu kab l saklama sg,39.95,1,https://www.migros.com.tr/alaska-derin-dondurucu-saklama-kabi-sig-07-l-p-1e9f642,migros
Danem Bitkisel Temelli Probiyotik Kefir Mayası 3x0.75G,075 3 bitkisel danem g kefir mayas probiyotik temelli x,075 3 bitkisel danem g kefir mayas probiyotik temelli x,61.95,1,https://www.migros.com.tr/danem-bitkisel-temelli-probiyotik-kefir-mayasi-3x075g-p-b06267,migros
Horizon Parti Mum Rakam Mumlar 0-9 -Pembe/Mavi Adet,09 adet horizon mum mumlar parti pembemavi rakam,09 adet horizon mum mumlar parti pembemavi rakam,18.2,0,https://www.carrefoursa.com/horizon-parti-mum-rakam-mumlar-0-9-pembe-mavi-adet-p-30249628,carrefour
Petrix Cam Küre Dekoratif Solar Işık Px-s09,09 cam dekoratif isk kure petrix pxs solar,09 cam dekoratif isk kure petrix pxs solar,179.0,1,https://www.sokmarket.com.tr/petrix-cam-kure-dekoratif-solar-isik-px-s09-p-243376,sokmarket
Lara Mindersiz / 2 1 1 S Bahçe Takımı Balkon - Bahçe - Teras Mobilyası / Cappucino,1 1 2 bahce bahce balkon cappucino lara mindersiz mobilyas s takm teras,1 1 2 bahce bahce balkon cappucino lara mindersiz mobilyas s takm teras,4771.0,1,https://www.carrefoursa.com/lara-mindersiz-2-1-1-s-bahce-takimi-balkon-bahce-teras-mobilyasi-cappucino-p-30463260,carrefour
Zuru Coco Cones Gökkuşağı Pelüş S1 9631SQ1,1 1 9631 coco cones gokkusag pelus s sq zuru,1 1 9631 coco cones gokkusag pelus s sq zuru,450.95,1,https://www.migros.com.tr/zuru-coco-cones-gokkusagi-pelus-s1-9631sq1-p-2268a12,migros
NIVEA Q10 Energy Anında Enerji Veren C Vitaminli Yüz Kağıt Maske 1 Adet,1 10 adet annda c energy enerji kagt maske nivea q veren vitaminli yuz,1 10 adet annda c energy enerji kagt maske nivea q veren vitaminli yuz,80.0,1,https://www.migros.com.tr/nivea-q10-energy-aninda-enerji-veren-c-vitaminli-yuz-kagit-maske-1-adet-p-21c4ee0,migros
"Samsung LS24C332GAUXUF 24"" 1Ms Fhd 100Hz Monitör",1 100 24 24 332 c fhd gauxuf hz ls monitor ms samsung,1 100 24 24 332 c fhd gauxuf hz ls monitor ms samsung,2999.95,1,https://www.migros.com.tr/samsung-ls24c332gauxuf-24-1ms-fhd-100hz-monitor-p-2590c50,migros
NIVEA Cilt Tonu Eşitleyici 5'i 1Arada Yüz Bakım Kremi Normal Ciltler 100ml,1 100 5i arada bakm cilt ciltler esitleyici kremi ml nivea normal tonu yuz,1 100 5i arada bakm cilt ciltler esitleyici kremi ml nivea normal tonu yuz,200.0,1,https://www.migros.com.tr/nivea-cilt-tonu-esitleyici-5i-1arada-yuz-bakim-kremi-normal-ciltler-100ml-p-21c4e5b,migros
Denver Taq-10283 1gb/16gb 10.1'' Tablet,1 101 denver gb gb16 tablet taq10283,1 101 denver gb gb16 tablet taq10283,4899.0,0,https://www.carrefoursa.com/denver-taq-10283-1gb-16gb-10-1-tablet-p-30304185,carrefour
Lego 10913 Yapım Parçası Kutusu 65 Parça 1+ Yaş,1 10913 65 kutusu lego parca parcas yapm yas,1 10913 65 kutusu lego parca parcas yapm yas,1099.95,1,https://www.migros.com.tr/lego-10913-yapim-parcasi-kutusu-65-parca-1-yas-p-225c7ab,migros
Lego Classic 11023 Yeşil Plaka 4+ Yaş 1 Parça,1 11023 4 classic lego parca plaka yas yesil,1 11023 4 classic lego parca plaka yas yesil,349.95,1,https://www.migros.com.tr/lego-classic-11023-yesil-plaka-4-yas-1-parca-p-225c81e,migros
1 No Elvan Kare Kaktüs Saksı 120 Ml,1 120 elvan kaktus kare ml no saks,1 120 elvan kaktus kare ml no saks,4.95,1,https://www.sokmarket.com.tr/1-no-elvan-kare-kaktus-saksi-120-ml-p-121329,sokmarket
Koopman Cam Başucu Sürahisi 1 Lt (cd1200130),1 1200130 basucu cam cd koopman lt surahisi,1 1200130 basucu cam cd koopman lt surahisi,299.95,1,https://www.migros.com.tr/koopman-cam-basucu-surahisi-1-lt-cd1200130-p-1f8020f,migros
Zuru Coco Cones Fantasy Mini Peluş CDU12-9608SQ1,1 129608 cdu coco cones fantasy mini pelus sq zuru,1 129608 cdu coco cones fantasy mini pelus sq zuru,449.95,1,https://www.migros.com.tr/zuru-coco-cones-fantasy-mini-pelus-cdu12-9608sq1-p-22689d8,migros
Bosch Wga142x1tr C Enerji 9 Kg Çamaşır Makinesi,1 142 9 bosch c camasr enerji kg makinesi tr wga x,1 142 9 bosch c camasr enerji kg makinesi tr wga x,13599.0,0,https://www.carrefoursa.com/bosch-wga142x1tr-c-enerji-9-kg-camasir-makinesi-p-30381085,carrefour
Mara 1 Minute Pouch Peeling Body 150 Ml,1 150 body mara minute ml peeling pouch,1 150 body mara minute ml peeling pouch,159.0,1,https://www.migros.com.tr/mara-1-minute-pouch-peeling-body-150-ml-p-21c5076,migros
"Alcatel 1t 16 Gb 7"" Black Tablet",1 16 7 alcatel black gb t tablet,1 16 7 alcatel black gb t tablet,599.0,0,https://www.carrefoursa.com/alcatel-1t-16-gb-7-black-tablet-p-30278943,carrefour
Zwilling 2In1 Soyacak 18 X 7.5 X 3.1 Cm,1 18 2 31 75 cm in soyacak x x zwilling,1 18 2 31 75 cm in soyacak x x zwilling,799.95,1,https://www.migros.com.tr/zwilling-2in1-soyacak-18-x-75-x-31-cm-p-1e90e95,migros
Mini Fashion S1 Moda Surprizi Cdu18-77198gq2,1 1877198 2 cdu fashion gq mini moda s surprizi,1 1877198 2 cdu fashion gq mini moda s surprizi,450.95,1,https://www.migros.com.tr/mini-fashion-s1-moda-surprizi-cdu18-77198gq2-p-2292adb,migros
Itel It2166 M1 (Deep Blue) Lacivert Tuşlu Cep Telefonu,1 2166 blue cep deep it itel lacivert m telefonu tuslu,1 2166 blue cep deep it itel lacivert m telefonu tuslu,1499.95,1,https://www.migros.com.tr/itel-it2166-m1-deep-blue-lacivert-tuslu-cep-telefonu-p-255eafb,migros
Kioxia Exceria Sd Kart 256 Gb U1 Uhs,1 256 exceria gb kart kioxia sd u uhs,1 256 exceria gb kart kioxia sd u uhs,399.0,0,https://www.carrefoursa.com/kioxia-exceria-sd-kart-256-gb-u1-uhs-p-30370729,carrefour
Rainbocorns Bunnycorn Mini Sürpriz S2-9280q1,1 29280 bunnycorn mini q rainbocorns s surpriz,1 29280 bunnycorn mini q rainbocorns s surpriz,606.95,1,https://www.migros.com.tr/rainbocorns-bunnycorn-mini-surpriz-s2-9280q1-p-22689b8,migros
Brita Maxtra Pro All In 1 Su Filtresi Tekli,1 all brita filtresi in maxtra pro su tekli,1 2li all brita filtre in maxtra pro,299.95,1,https://www.migros.com.tr/brita-maxtra-pro-all-in-1-su-filtresi-tekli-p-1e90e57,migros
Foot Doctor 2'si 1 Arada Pomza Taşı ve Fırçası,1 2si arada doctor foot frcas pomza tas ve,1 2si arada doctor foot frcas pomza tas ve,152.5,1,https://www.migros.com.tr/foot-doctor-2si-1-arada-pomza-tasi-ve-fircasi-p-21daffa,migros
X-Level XMH7800 X-Hub 3 İn 1 Type-C To HdmıUsb 3.0 Dönüştürücü Adaptör Sıyah,1 3 30 7800 adaptor donusturucu hdmusb in syah to typec xhub xlevel xmh,1 3 30 7800 adaptor donusturucu hdmusb in syah to typec xhub xlevel xmh,749.0,1,https://www.carrefoursa.com/x-level-xmh7800-x-hub-3-in-1-type-c-to-hdmiusb-3-0-donusturucu-adaptor-siyah-p-30457426,carrefour
Braun Series 3 MGK3410 6sı1 Arada Erkek Bakım Kiti,1 3 3410 6 arada bakm braun erkek kiti mgk s series,1 3 3410 6 arada bakm braun erkek kiti mgk s series,1599.95,1,https://www.migros.com.tr/braun-series-3-mgk3410-6si1-arada-erkek-bakim-kiti-p-254776b,migros
Mahmood Coffee Kavanoz 3 ü 1 Arada 42 Adet Kulplu Bardak Hediyeli,1 3 42 adet arada bardak coffee hediyeli kavanoz kulplu mahmood u,1 3 42 adet arada bardak coffee hediyeli kavanoz kulplu mahmood u,209.9,1,https://www.marketpaketi.com.tr/mahmood-coffee-kavanoz-3-u-1-arada-42-adet-kulplu-bardak-hediyeli-p-556210,marketpaketi
X-Level XCC8400 X-Trio Trio Usb A-Cable 3 İn 1,1 3 8400 acable in trio usb xcc xlevel xtrio,1 3 8400 acable in trio usb xcc xlevel xtrio,279.0,1,https://www.carrefoursa.com/x-level-xcc8400-x-trio-trio-usb-a-cable-3-in-1-p-30457393,carrefour
Upfull 3 In 1 Kablo Nt-71,1 3 in kablo nt71 upfull,1 3 in kablo nt71 upfull,119.95,1,https://www.migros.com.tr/upfull-3-in-1-kablo-nt-71-p-255e1a7,migros
Honda Jeneratör EU30 IS1 (PNR Kodlu),1 30 eu honda is jenerator kodlu pnr,1 30 eu honda is jenerator kodlu pnr,49999.0,1,https://www.migros.com.tr/honda-jenerator-eu30-is1-pnr-kodlu-p-2cda02b,migros
L'Oréal Paris Men Expert Total Clean 5'İ 1 Arada Kömürlü Duş Jeli 300 Ml,1 300 5i arada clean dus expert jeli komurlu loreal men ml paris total,1 300 5i arada clean dus expert jeli komurlu loreal men ml paris total,289.95,1,https://www.migros.com.tr/loral-paris-men-expert-total-clean-5i-1-arada-komurlu-dus-jeli-300-ml-p-20c9691,migros
X-Level ACC8860 X-Audio 3.5 mm Stereo Aux Ses Kablosu Beyaz 1 m,1 35 8860 acc aux beyaz kablosu m mm ses stereo xaudio xlevel,1 35 8860 acc aux beyaz kablosu m mm ses stereo xaudio xlevel,119.0,1,https://www.carrefoursa.com/x-level-acc8860-x-audio-3-5-mm-stereo-aux-ses-kablosu-beyaz-1-m-p-30457096,carrefour
X-Level ACC8861 X-Audıo 3.5 mm Stereo Aux Ses Kablosu Siyah 1 m,1 35 8861 acc aux kablosu m mm ses siyah stereo xaudo xlevel,1 35 8861 acc aux kablosu m mm ses siyah stereo xaudo xlevel,119.0,1,https://www.carrefoursa.com/x-level-acc8861-x-audio-3-5-mm-stereo-aux-ses-kablosu-siyah-1-m-p-30457097,carrefour
Cambu Çelik Kapak French Press 3'ü1 Arada 700 Ml,1 3u 700 arada cambu celik french kapak ml press,1 3u 700 arada cambu celik french kapak ml press,249.95,1,https://www.migros.com.tr/cambu-celik-kapak-french-press-3u1-arada-700-ml-p-1e8bd6e,migros
"Welcare Wellcare 3'ü 1 Arada Anne Yanı, Oyun Parkı, Seyahat Katlanabilir Park Yatağı",1 3u anne arada katlanabilir oyun park park seyahat welcare wellcare yan yatag,1 3u anne arada katlanabilir oyun park park seyahat welcare wellcare yan yatag,1200.0,0,https://www.carrefoursa.com/welcare-wellcare-3-u-1-arada-anne-yani-oyun-parki-seyahat-katlanabilir-park-yatagi-p-30280295,carrefour
Coca-Cola Gazlı Karma Koli 4x1 L,1 4 cocacola gazl karma koli l x,1 4 cocacola gazl karma koli l x,153.5,1,https://www.migros.com.tr/coca-cola-gazli-karma-koli-4x1-l-p-7a3913,migros
Braun Series 5 MGK5410 9U1 Arada Erkek Bakım Şekillendirici Kiti,1 5 5410 9 arada bakm braun erkek kiti mgk sekillendirici series u,1 5 5410 9 arada bakm braun erkek kiti mgk sekillendirici series u,2499.95,1,https://www.migros.com.tr/braun-series-5-mgk5410-9u1-arada-erkek-bakim-sekillendirici-kiti-p-254776a,migros
Hoover HOCG5T718EW1 E Enerji Sınıfı 442 Lt Wi-Fi Bağlantılı No Frost Buzdolabı,1 442 5 718 baglantl buzdolab e enerji ew frost hocg hoover lt no snf t wifi,1 5 580 718 buzdolab ex hodg hoover inox lt t,26999.0,1,https://www.carrefoursa.com/hoover-hocg5t718ew1-e-enerji-sinifi-442-lt-wi-fi-baglantili-no-frost-buzdolabi-p-30478422,carrefour
My Bottle 5In1 Pipetli Mug,1 5 bottle in mug my pipetli,1 5 bottle in mug my pipetli,399.95,1,https://www.migros.com.tr/my-bottle-5in1-pipetli-mug-p-1f80244,migros
Carpex (54002) Oto Şapuanı 1L,1 54002 carpex l oto sapuan,1 54002 carpex l oto sapuan,129.95,1,https://www.migros.com.tr/carpex-54002-oto-sapuani-1l-p-2a7067e,migros
Goodyear Antifiriz Kırmızı Organik - 56 1 L,1 56 antifiriz goodyear krmz l organik,1 56 antifiriz goodyear krmz l organik,149.95,1,https://www.migros.com.tr/goodyear-antifiriz-kirmizi-organik-56-1-l-p-2a7044b,migros
Bebedor Hazneli Tirle Gögüs Pompası 665 R1,1 665 bebedor gogus hazneli pompas r tirle,1 665 bebedor gogus hazneli pompas r tirle,44.9,0,https://www.carrefoursa.com/bebedor-hazneli-tirle-gogus-pompasi-665-r1-p-30307524,carrefour
Lego Speed 76921 Audi S1 E-tron Quattro Yarış Arabası,1 76921 arabas audi etron lego quattro s speed yars,1 76921 arabas audi etron lego quattro s speed yars,1099.95,1,https://www.migros.com.tr/lego-speed-76921-audi-s1-e-tron-quattro-yaris-arabasi-p-225c821,migros
Denver Taq-90083 1gb+16gb 9'' Tablet,1 9 denver gb gb16 tablet taq90083,1 9 denver gb gb16 tablet taq90083,1999.0,0,https://www.carrefoursa.com/denver-taq-90083-1gb-16gb-9-tablet-p-30304186,carrefour
Kvas Afanasy Gazlı Malt İçecek 1 L,1 afanasy gazl icecek kvas l malt,1 afanasy gazl icecek kvas l malt,82.5,0,https://www.carrefoursa.com/kvas-afanasy-gazli-malt-icecek-1-l-p-30397588,carrefour
Danger Dino 1 Anaokul Çantası,1 anaokul cantas danger dino,1 anaokul cantas danger dino,599.99,1,https://www.carrefoursa.com/danger-dino-1-anaokul-cantasi-p-30426845,carrefour
Ancora Demirhindi Şerbeti 1 L,1 ancora demirhindi l serbeti,1 ancora demirhindi l serbeti,54.95,1,https://www.mopas.com.tr//ancora-demirhindi-serbeti-1-l/p/834748,mopas
Rebel Moon 1 - Ateşin Çocuğu,1 atesin cocugu moon rebel,1 atesin cocugu moon rebel,159.0,1,https://www.migros.com.tr/rebel-moon-1-atesin-cocugu-p-23b8701,migros
Auto Fresh Sinek Böcek Temizleyici Cam Suyu 1 L,1 auto bocek cam fresh l sinek suyu temizleyici,1 auto bocek cam fresh l sinek suyu temizleyici,39.95,1,https://www.migros.com.tr/auto-fresh-sinek-bocek-temizleyici-cam-suyu-1-l-p-2bf224d,migros
Kral Şakir Mikrop Avcıları 1 - Ciltli,1 avclar ciltli kral mikrop sakir,1 avclar ciltli kral mikrop sakir,390.0,1,https://www.migros.com.tr/kral-sakir-mikrop-avcilari-1-ciltli-p-23b8408,migros
GeForce NOW GAME+ 1 Aylık,1 aylk game geforce now,1 aylk game geforce now,340.0,1,https://www.migros.com.tr/geforce-now-game-1-aylik-p-2cda05e,migros
